pdf_url,year,journal,Answer,id,page
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1801882_wo_cover_page-9.pdf',1950,AER,1.0,1801882,9
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1801882_wo_cover_page-14.pdf',1950,AER,1.0,1801882,14
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1882699_wo_cover_page-3.pdf',1950,QJE,2.0,1882699,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1882699_wo_cover_page-4.pdf',1950,QJE,1.0,1882699,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1802204_wo_cover_page-13.pdf',1950,AER,1.0,1802204,13
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1801881_wo_cover_page-4.pdf',1950,AER,1.0,1801881,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1801881_wo_cover_page-5.pdf',1950,AER,1.0,1801881,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1818051_wo_cover_page-5.pdf',1950,AER,1.0,1818051,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1818051_wo_cover_page-8.pdf',1950,AER,1.0,1818051,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1818051_wo_cover_page-10.pdf',1950,AER,0.0,1818051,10
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1818059_wo_cover_page-16.pdf',1950,AER,1.0,1818059,16
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1881961_wo_cover_page-3.pdf',1950,QJE,1.0,1881961,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1881961_wo_cover_page-5.pdf',1950,QJE,1.0,1881961,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1881961_wo_cover_page-7.pdf',1950,QJE,1.0,1881961,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1881961_wo_cover_page-8.pdf',1950,QJE,1.0,1881961,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1881961_wo_cover_page-11.pdf',1950,QJE,1.0,1881961,11
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1881961_wo_cover_page-18.pdf',1950,QJE,1.0,1881961,18
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295800_wo_cover_page-0.pdf',1950,RES,1.0,2295800,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295800_wo_cover_page-1.pdf',1950,RES,1.0,2295800,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295800_wo_cover_page-2.pdf',1950,RES,2.0,2295800,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1825712_wo_cover_page-2.pdf',1950,JPE,2.0,1825712,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1825712_wo_cover_page-3.pdf',1950,JPE,2.0,1825712,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1825712_wo_cover_page-4.pdf',1950,JPE,2.0,1825712,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1825712_wo_cover_page-6.pdf',1950,JPE,1.0,1825712,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1801884_wo_cover_page-5.pdf',1950,AER,1.0,1801884,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1818020_wo_cover_page-1.pdf',1950,AER,1.0,1818020,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295796_wo_cover_page-1.pdf',1950,RES,1.0,2295796,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295796_wo_cover_page-2.pdf',1950,RES,1.0,2295796,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295796_wo_cover_page-3.pdf',1950,RES,1.0,2295796,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295796_wo_cover_page-4.pdf',1950,RES,1.0,2295796,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295796_wo_cover_page-6.pdf',1950,RES,1.0,2295796,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295796_wo_cover_page-7.pdf',1950,RES,1.0,2295796,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1881958_wo_cover_page-2.pdf',1950,QJE,1.0,1881958,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1881958_wo_cover_page-37.pdf',1950,QJE,1.0,1881958,37
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828884_wo_cover_page-3.pdf',1950,JPE,1.0,1828884,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828884_wo_cover_page-9.pdf',1950,JPE,1.0,1828884,9
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826027_wo_cover_page-4.pdf',1950,JPE,1.0,1826027,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826023_wo_cover_page-5.pdf',1950,JPE,1.0,1826023,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826023_wo_cover_page-9.pdf',1950,JPE,1.0,1826023,9
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1881962_wo_cover_page-7.pdf',1950,QJE,1.0,1881962,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1881962_wo_cover_page-11.pdf',1950,QJE,1.0,1881962,11
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907832_wo_cover_page-1.pdf',1950,ECTA,1.0,1907832,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907832_wo_cover_page-6.pdf',1950,ECTA,1.0,1907832,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907832_wo_cover_page-8.pdf',1950,ECTA,3.0,1907832,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907832_wo_cover_page-9.pdf',1950,ECTA,3.0,1907832,9
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907832_wo_cover_page-13.pdf',1950,ECTA,2.0,1907832,13
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907832_wo_cover_page-15.pdf',1950,ECTA,1.0,1907832,15
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1818071_wo_cover_page-4.pdf',1950,AER,1.0,1818071,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1818071_wo_cover_page-6.pdf',1950,AER,1.0,1818071,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1818071_wo_cover_page-10.pdf',1950,AER,1.0,1818071,10
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1808425_wo_cover_page-5.pdf',1950,AER,1.0,1808425,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1808425_wo_cover_page-6.pdf',1950,AER,1.0,1808425,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828887_wo_cover_page-1.pdf',1950,JPE,1.0,1828887,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828885_wo_cover_page-6.pdf',1950,JPE,1.0,1828885,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828885_wo_cover_page-14.pdf',1950,JPE,1.0,1828885,14
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828885_wo_cover_page-18.pdf',1950,JPE,1.0,1828885,18
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1884555_wo_cover_page-0.pdf',1950,QJE,2.0,1884555,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1884555_wo_cover_page-33.pdf',1950,QJE,2.0,1884555,33
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907212_wo_cover_page-2.pdf',1950,ECTA,1.0,1907212,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907212_wo_cover_page-8.pdf',1950,ECTA,1.0,1907212,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1884388_wo_cover_page-6.pdf',1950,QJE,1.0,1884388,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907267_wo_cover_page-4.pdf',1950,ECTA,1.0,1907267,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907267_wo_cover_page-7.pdf',1950,ECTA,1.0,1907267,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907267_wo_cover_page-8.pdf',1950,ECTA,1.0,1907267,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907264_wo_cover_page-4.pdf',1950,ECTA,1.0,1907264,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907264_wo_cover_page-10.pdf',1950,ECTA,2.0,1907264,10
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907264_wo_cover_page-14.pdf',1950,ECTA,1.0,1907264,14
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826198_wo_cover_page-12.pdf',1950,JPE,1.0,1826198,12
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296106_wo_cover_page-1.pdf',1950,RES,1.0,2296106,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1827092_wo_cover_page-1.pdf',1950,JPE,1.0,1827092,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295801_wo_cover_page-2.pdf',1950,RES,1.0,2295801,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295801_wo_cover_page-4.pdf',1950,RES,1.0,2295801,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295799_wo_cover_page-0.pdf',1950,RES,1.0,2295799,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295799_wo_cover_page-3.pdf',1950,RES,2.0,2295799,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1802816_wo_cover_page-1.pdf',1950,AER,1.0,1802816,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1802816_wo_cover_page-2.pdf',1950,AER,1.0,1802816,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1802816_wo_cover_page-3.pdf',1950,AER,1.0,1802816,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1802816_wo_cover_page-4.pdf',1950,AER,2.0,1802816,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1802816_wo_cover_page-5.pdf',1950,AER,1.0,1802816,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826196_wo_cover_page-7.pdf',1950,JPE,1.0,1826196,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1802811_wo_cover_page-3.pdf',1950,AER,1.0,1802811,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1802811_wo_cover_page-5.pdf',1950,AER,1.0,1802811,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1802811_wo_cover_page-7.pdf',1950,AER,1.0,1802811,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1802811_wo_cover_page-10.pdf',1950,AER,1.0,1802811,10
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1802811_wo_cover_page-11.pdf',1950,AER,1.0,1802811,11
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826025_wo_cover_page-3.pdf',1950,JPE,1.0,1826025,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295973_wo_cover_page-1.pdf',1950,RES,1.0,2295973,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295973_wo_cover_page-3.pdf',1950,RES,1.0,2295973,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295973_wo_cover_page-4.pdf',1950,RES,1.0,2295973,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1910830_wo_cover_page-5.pdf',1951,AER,1.0,1910830,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295973_wo_cover_page-5.pdf',1950,RES,1.0,2295973,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295973_wo_cover_page-6.pdf',1950,RES,1.0,2295973,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907266_wo_cover_page-5.pdf',1950,ECTA,1.0,1907266,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1884559_wo_cover_page-8.pdf',1950,QJE,1.0,1884559,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1884392_wo_cover_page-2.pdf',1950,QJE,1.0,1884392,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1884392_wo_cover_page-5.pdf',1950,QJE,1.0,1884392,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1884392_wo_cover_page-7.pdf',1950,QJE,1.0,1884392,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1882692_wo_cover_page-12.pdf',1950,QJE,1.0,1882692,12
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1882692_wo_cover_page-15.pdf',1950,QJE,1.0,1882692,15
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1882692_wo_cover_page-19.pdf',1950,QJE,1.0,1882692,19
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1882692_wo_cover_page-21.pdf',1950,QJE,3.0,1882692,21
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296268_wo_cover_page-0.pdf',1951,RES,1.0,2296268,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296268_wo_cover_page-4.pdf',1951,RES,1.0,2296268,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296268_wo_cover_page-5.pdf',1951,RES,1.0,2296268,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907905_wo_cover_page-4.pdf',1951,ECTA,2.0,1907905,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907905_wo_cover_page-6.pdf',1951,ECTA,2.0,1907905,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907905_wo_cover_page-9.pdf',1951,ECTA,2.0,1907905,9
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907905_wo_cover_page-13.pdf',1951,ECTA,2.0,1907905,13
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907905_wo_cover_page-14.pdf',1951,ECTA,1.0,1907905,14
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907905_wo_cover_page-15.pdf',1951,ECTA,2.0,1907905,15
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1910795_wo_cover_page-9.pdf',1951,AER,2.0,1910795,9
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1882576_wo_cover_page-12.pdf',1951,QJE,1.0,1882576,12
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1882576_wo_cover_page-16.pdf',1951,QJE,1.0,1882576,16
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1882579_wo_cover_page-1.pdf',1951,QJE,1.0,1882579,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1882579_wo_cover_page-5.pdf',1951,QJE,1.0,1882579,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1882579_wo_cover_page-7.pdf',1951,QJE,1.0,1882579,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1882221_wo_cover_page-12.pdf',1951,QJE,2.0,1882221,12
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1815971_wo_cover_page-2.pdf',1951,AER,1.0,1815971,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1815971_wo_cover_page-4.pdf',1951,AER,2.0,1815971,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1815971_wo_cover_page-5.pdf',1951,AER,3.0,1815971,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1815971_wo_cover_page-7.pdf',1951,AER,2.0,1815971,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1815971_wo_cover_page-8.pdf',1951,AER,1.0,1815971,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1815971_wo_cover_page-9.pdf',1951,AER,1.0,1815971,9
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295739_wo_cover_page-1.pdf',1951,RES,1.0,2295739,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295739_wo_cover_page-4.pdf',1951,RES,2.0,2295739,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296265_wo_cover_page-4.pdf',1951,RES,1.0,2296265,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296265_wo_cover_page-5.pdf',1951,RES,1.0,2296265,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296265_wo_cover_page-10.pdf',1951,RES,1.0,2296265,10
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1815968_wo_cover_page-1.pdf',1951,AER,1.0,1815968,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1815968_wo_cover_page-3.pdf',1951,AER,2.0,1815968,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1815968_wo_cover_page-6.pdf',1951,AER,1.0,1815968,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1815968_wo_cover_page-8.pdf',1951,AER,1.0,1815968,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1815968_wo_cover_page-9.pdf',1951,AER,1.0,1815968,9
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1815968_wo_cover_page-10.pdf',1951,AER,1.0,1815968,10
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1815968_wo_cover_page-13.pdf',1951,AER,2.0,1815968,13
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1815968_wo_cover_page-14.pdf',1951,AER,1.0,1815968,14
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1815968_wo_cover_page-15.pdf',1951,AER,1.0,1815968,15
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1882575_wo_cover_page-13.pdf',1951,QJE,1.0,1882575,13
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1906815_wo_cover_page-3.pdf',1951,ECTA,1.0,1906815,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1906815_wo_cover_page-8.pdf',1951,ECTA,1.0,1906815,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1813592_wo_cover_page-3.pdf',1951,AER,1.0,1813592,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1813592_wo_cover_page-11.pdf',1951,AER,1.0,1813592,11
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1910830_wo_cover_page-6.pdf',1951,AER,2.0,1910830,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1879536_wo_cover_page-2.pdf',1951,QJE,2.0,1879536,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1879536_wo_cover_page-4.pdf',1951,QJE,1.0,1879536,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1879536_wo_cover_page-7.pdf',1951,QJE,2.0,1879536,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1879536_wo_cover_page-9.pdf',1951,QJE,2.0,1879536,9
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1910848_wo_cover_page-1.pdf',1951,AER,2.0,1910848,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1910848_wo_cover_page-4.pdf',1951,AER,1.0,1910848,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/AER_shards/1910848_wo_cover_page-12.pdf',1951,AER,1.0,1910848,12
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1825746_wo_cover_page-2.pdf',1951,JPE,1.0,1825746,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1825746_wo_cover_page-5.pdf',1951,JPE,1.0,1825746,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1879501_wo_cover_page-5.pdf',1951,QJE,1.0,1879501,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1879501_wo_cover_page-13.pdf',1951,QJE,1.0,1879501,13
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1879501_wo_cover_page-15.pdf',1951,QJE,1.0,1879501,15
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1882219_wo_cover_page-8.pdf',1951,QJE,2.0,1882219,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1882219_wo_cover_page-25.pdf',1951,QJE,1.0,1882219,25
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826727_wo_cover_page-2.pdf',1951,JPE,1.0,1826727,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826727_wo_cover_page-3.pdf',1951,JPE,1.0,1826727,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826727_wo_cover_page-6.pdf',1951,JPE,1.0,1826727,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826727_wo_cover_page-7.pdf',1951,JPE,3.0,1826727,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826727_wo_cover_page-8.pdf',1951,JPE,1.0,1826727,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826727_wo_cover_page-9.pdf',1951,JPE,2.0,1826727,9
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826727_wo_cover_page-10.pdf',1951,JPE,1.0,1826727,10
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826727_wo_cover_page-12.pdf',1951,JPE,2.0,1826727,12
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826727_wo_cover_page-14.pdf',1951,JPE,1.0,1826727,14
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826727_wo_cover_page-15.pdf',1951,JPE,1.0,1826727,15
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826727_wo_cover_page-16.pdf',1951,JPE,1.0,1826727,16
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826727_wo_cover_page-18.pdf',1951,JPE,1.0,1826727,18
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826727_wo_cover_page-19.pdf',1951,JPE,1.0,1826727,19
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826727_wo_cover_page-23.pdf',1951,JPE,1.0,1826727,23
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826727_wo_cover_page-24.pdf',1951,JPE,1.0,1826727,24
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826727_wo_cover_page-26.pdf',1951,JPE,1.0,1826727,26
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826727_wo_cover_page-27.pdf',1951,JPE,1.0,1826727,27
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826727_wo_cover_page-28.pdf',1951,JPE,1.0,1826727,28
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1879535_wo_cover_page-3.pdf',1951,QJE,1.0,1879535,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1879535_wo_cover_page-4.pdf',1951,QJE,1.0,1879535,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1879535_wo_cover_page-8.pdf',1951,QJE,2.0,1879535,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1879535_wo_cover_page-12.pdf',1951,QJE,1.0,1879535,12
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907467_wo_cover_page-4.pdf',1951,ECTA,1.0,1907467,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1906812_wo_cover_page-12.pdf',1951,ECTA,1.0,1906812,12
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1882220_wo_cover_page-3.pdf',1951,QJE,1.0,1882220,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1882220_wo_cover_page-4.pdf',1951,QJE,1.0,1882220,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1882220_wo_cover_page-7.pdf',1951,QJE,1.0,1882220,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1882220_wo_cover_page-10.pdf',1951,QJE,1.0,1882220,10
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1882220_wo_cover_page-14.pdf',1951,QJE,1.0,1882220,14
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/QJE_shards/1882220_wo_cover_page-21.pdf',1951,QJE,1.0,1882220,21
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1825254_wo_cover_page-4.pdf',1951,JPE,1.0,1825254,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1825254_wo_cover_page-14.pdf',1951,JPE,1.0,1825254,14
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1825254_wo_cover_page-16.pdf',1951,JPE,2.0,1825254,16
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1825254_wo_cover_page-17.pdf',1951,JPE,1.0,1825254,17
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1825254_wo_cover_page-19.pdf',1951,JPE,1.0,1825254,19
