pdf_url,year,journal,Answer,ID,page,Eq_count,Equal_count,Equiv_count,g_count,l_count
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907465_wo_cover_page-24.pdf',1951,ECONOMETRICA,1e,1907465,24,4,0,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1909323_wo_cover_page-18.pdf',1962,ECONOMETRICA,1e,1909323,18,8,5,0,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907741_wo_cover_page-17.pdf',1957,ECONOMETRICA,e,1907741,17,7,5,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907067_wo_cover_page-36.pdf',1947,ECONOMETRICA,e,1907067,36,8,13,5,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1905432_wo_cover_page-26.pdf',1944,ECONOMETRICA,e1,1905432,26,11,9,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907515_wo_cover_page-18.pdf',1958,ECONOMETRICA,e1,1907515,18,32,18,0,13,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907567_wo_cover_page-3.pdf',1960,ECONOMETRICA,e1,1907567,3,9,2,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907649_wo_cover_page-6.pdf',1952,ECONOMETRICA,1e,1907649,6,1,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907645_wo_cover_page-21.pdf',1952,ECONOMETRICA,e,1907645,21,4,2,0,0,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907515_wo_cover_page-5.pdf',1958,ECONOMETRICA,e1,1907515,5,14,8,0,2,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1910129_wo_cover_page-14.pdf',1960,ECONOMETRICA,ae,1910129,14,5,10,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1905364_wo_cover_page-4.pdf',1946,ECONOMETRICA,1e,1905364,4,6,5,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1905581_wo_cover_page-4.pdf',1955,ECONOMETRICA,te,1905581,4,5,4,0,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907805_wo_cover_page-9.pdf',1952,ECONOMETRICA,e1,1907805,9,7,5,0,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1909466_wo_cover_page-23.pdf',1959,ECONOMETRICA,e,1909466,23,15,14,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1905363_wo_cover_page-13.pdf',1946,ECONOMETRICA,e1,1905363,13,4,4,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907832_wo_cover_page-2.pdf',1950,ECONOMETRICA,e,1907832,2,5,5,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1905716_wo_cover_page-0.pdf',1943,ECONOMETRICA,e1,1905716,0,8,6,1,1,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1909356_wo_cover_page-13.pdf',1959,ECONOMETRICA,e,1909356,13,19,11,7,3,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1909886_wo_cover_page-4.pdf',1962,ECONOMETRICA,e,1909886,4,2,2,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1906942_wo_cover_page-12.pdf',1953,ECONOMETRICA,e1,1906942,12,1,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1905435_wo_cover_page-13.pdf',1944,ECONOMETRICA,e1,1905435,13,5,3,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1910251_wo_cover_page-9.pdf',1957,ECONOMETRICA,ef,1910251,9,10,6,0,0,10
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1906924_wo_cover_page-3.pdf',1945,ECONOMETRICA,e,1906924,3,3,2,0,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1911802_wo_cover_page-5.pdf',1961,ECONOMETRICA,e,1911802,5,1,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1906953_wo_cover_page-9.pdf',1953,ECONOMETRICA,e,1906953,9,19,15,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1911630_wo_cover_page-4.pdf',1956,ECONOMETRICA,te,1911630,4,2,1,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1905674_wo_cover_page-38.pdf',1943,ECONOMETRICA,e,1905674,38,25,34,0,9,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1906935_wo_cover_page-98.pdf',1944,ECONOMETRICA,e,1906935,98,15,15,6,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1906813_wo_cover_page-17.pdf',1951,ECONOMETRICA,e1,1906813,17,15,5,7,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1909466_wo_cover_page-1.pdf',1959,ECONOMETRICA,e,1909466,1,9,9,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1905714_wo_cover_page-1.pdf',1943,ECONOMETRICA,e,1905714,1,7,8,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907066_wo_cover_page-16.pdf',1947,ECONOMETRICA,e1,1907066,16,11,7,0,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1910131_wo_cover_page-4.pdf',1960,ECONOMETRICA,e1t,1910131,4,10,8,1,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907517_wo_cover_page-2.pdf',1958,ECONOMETRICA,e1,1907517,2,1,1,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1905292_wo_cover_page-13.pdf',1960,ECONOMETRICA,e3,1905292,13,10,5,1,4,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907414_wo_cover_page-10.pdf',1952,ECONOMETRICA,e1,1907414,10,9,8,0,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1910952_wo_cover_page-18.pdf',1963,ECONOMETRICA,te,1910952,18,5,5,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907542_wo_cover_page-4.pdf',1954,ECONOMETRICA,e1,1907542,4,13,5,3,1,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1909353_wo_cover_page-28.pdf',1959,ECONOMETRICA,et,1909353,28,12,12,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907960_wo_cover_page-7.pdf',1957,ECONOMETRICA,et,1907960,7,4,4,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907387_wo_cover_page-2.pdf',1958,ECONOMETRICA,e,1907387,2,8,5,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907833_wo_cover_page-15.pdf',1950,ECONOMETRICA,e1,1907833,15,10,3,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1905364_wo_cover_page-6.pdf',1946,ECONOMETRICA,e1,1905364,6,13,8,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1905467_wo_cover_page-7.pdf',1942,ECONOMETRICA,te,1905467,7,15,21,1,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907849_wo_cover_page-3.pdf',1952,ECONOMETRICA,e1,1907849,3,1,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907014_wo_cover_page-0.pdf',1945,ECONOMETRICA,e1,1907014,0,8,10,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907174_wo_cover_page-5.pdf',1941,ECONOMETRICA,ef,1907174,5,9,8,0,1,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907286_wo_cover_page-6.pdf',1949,ECONOMETRICA,e1,1907286,6,5,3,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907295_wo_cover_page-10.pdf',1949,ECONOMETRICA,e,1907295,10,2,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1905794_wo_cover_page-3.pdf',1950,ECONOMETRICA,e,1905794,3,1,1,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1910129_wo_cover_page-15.pdf',1960,ECONOMETRICA,fe1,1910129,15,25,24,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1905690_wo_cover_page-3.pdf',1949,ECONOMETRICA,e,1905690,3,7,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907197_wo_cover_page-9.pdf',1941,ECONOMETRICA,e,1907197,9,7,7,2,0,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1909446_wo_cover_page-2.pdf',1959,ECONOMETRICA,e1,1909446,2,12,16,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1911819_wo_cover_page-21.pdf',1961,ECONOMETRICA,e3,1911819,21,1,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1907589_wo_cover_page-9.pdf',1958,ECONOMETRICA,e1,1907589,9,8,8,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1906922_wo_cover_page-9.pdf',1945,ECONOMETRICA,e,1906922,9,8,6,0,1,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1905435_wo_cover_page-2.pdf',1944,ECONOMETRICA,e1,1905435,2,3,9,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1909270_wo_cover_page-13.pdf',1948,ECONOMETRICA,e1,1909270,13,8,7,0,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/ECTA_shards/1911805_wo_cover_page-9.pdf',1961,ECONOMETRICA,e1,1911805,9,20,16,1,3,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296574_wo_cover_page-1.pdf',1967,RES,1e,2296574,1,8,14,0,3,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296328_wo_cover_page-21.pdf',1965,RES,ef,2296328,21,5,5,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296836_wo_cover_page-4.pdf',1969,RES,e,2296836,4,8,4,0,3,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295952_wo_cover_page-9.pdf',1962,RES,e,2295952,9,10,4,0,3,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296268_wo_cover_page-4.pdf',1951,RES,fe1,2296268,4,6,7,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296195_wo_cover_page-4.pdf',1964,RES,e,2296195,4,9,6,0,6,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295954_wo_cover_page-8.pdf',1962,RES,1e,2295954,8,1,0,2,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295897_wo_cover_page-18.pdf',1964,RES,1e,2295897,18,10,10,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296068_wo_cover_page-1.pdf',1957,RES,1e,2296068,1,10,2,1,2,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2974437_wo_cover_page-3.pdf',1966,RES,e,2974437,3,10,8,0,3,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2967637_wo_cover_page-13.pdf',1941,RES,e1,2967637,13,5,3,0,1,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296027_wo_cover_page-5.pdf',1963,RES,1e,2296027,5,14,13,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295957_wo_cover_page-1.pdf',1962,RES,e1,2295957,1,16,13,0,1,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296727_wo_cover_page-10.pdf',1970,RES,e,2296727,10,51,18,2,25,15
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295952_wo_cover_page-12.pdf',1962,RES,e,2295952,12,9,6,0,1,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296678_wo_cover_page-11.pdf',1967,RES,1e,2296678,11,1,2,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296076_wo_cover_page-8.pdf',1960,RES,e1,2296076,8,6,3,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296573_wo_cover_page-1.pdf',1967,RES,e,2296573,1,4,3,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296104_wo_cover_page-6.pdf',1950,RES,e,2296104,6,6,4,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296057_wo_cover_page-8.pdf',1965,RES,e,2296057,8,17,16,0,1,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2974435_wo_cover_page-35.pdf',1966,RES,e,2974435,35,13,7,0,3,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296670_wo_cover_page-0.pdf',1968,RES,e31,2296670,0,10,13,0,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296346_wo_cover_page-2.pdf',1969,RES,fe,2296346,2,13,9,0,3,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296665_wo_cover_page-6.pdf',1968,RES,1e,2296665,6,32,16,0,13,10
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296686_wo_cover_page-5.pdf',1971,RES,e1,2296686,5,15,11,0,5,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295838_wo_cover_page-5.pdf',1965,RES,e,2295838,5,19,12,8,3,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296185_wo_cover_page-3.pdf',1961,RES,1e,2296185,3,5,5,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295763_wo_cover_page-14.pdf',1957,RES,e,2295763,14,18,9,1,2,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296637_wo_cover_page-3.pdf',1966,RES,e,2296637,3,12,15,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296349_wo_cover_page-2.pdf',1969,RES,e1,2296349,2,23,21,2,3,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2967598_wo_cover_page-8.pdf',1941,RES,1e,2967598,8,9,6,0,3,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296026_wo_cover_page-6.pdf',1963,RES,1e,2296026,6,1,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296382_wo_cover_page-2.pdf',1971,RES,1e,2296382,2,2,2,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296207_wo_cover_page-3.pdf',1958,RES,1e,2296207,3,7,4,1,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296768_wo_cover_page-2.pdf',1968,RES,e,2296768,2,31,17,3,19,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296573_wo_cover_page-13.pdf',1967,RES,fe,2296573,13,21,10,0,4,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295948_wo_cover_page-4.pdf',1961,RES,e,2295948,4,19,7,7,5,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296838_wo_cover_page-6.pdf',1969,RES,e,2296838,6,19,16,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296345_wo_cover_page-8.pdf',1969,RES,3e,2296345,8,9,10,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296497_wo_cover_page-7.pdf',1970,RES,e,2296497,7,27,24,0,5,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296779_wo_cover_page-11.pdf',1971,RES,e1,2296779,11,7,6,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296077_wo_cover_page-8.pdf',1960,RES,1e,2296077,8,8,9,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296077_wo_cover_page-10.pdf',1960,RES,1e,2296077,10,14,13,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296686_wo_cover_page-3.pdf',1971,RES,e1,2296686,3,8,11,0,8,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296188_wo_cover_page-0.pdf',1964,RES,1e,2296188,0,4,5,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296568_wo_cover_page-4.pdf',1967,RES,e,2296568,4,22,10,0,10,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296016_wo_cover_page-10.pdf',1952,RES,e1,2296016,10,4,1,0,1,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295983_wo_cover_page-29.pdf',1958,RES,1e,2295983,29,21,24,0,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295856_wo_cover_page-1.pdf',1958,RES,e,2295856,1,12,6,0,0,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296727_wo_cover_page-3.pdf',1970,RES,e,2296727,3,33,30,14,11,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295933_wo_cover_page-12.pdf',1964,RES,e,2295933,12,31,17,0,9,25
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296546_wo_cover_page-0.pdf',1968,RES,1e,2296546,0,4,4,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296778_wo_cover_page-18.pdf',1971,RES,e,2296778,18,12,11,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296054_wo_cover_page-3.pdf',1965,RES,e,2296054,3,33,16,0,15,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296139_wo_cover_page-8.pdf',1948,RES,e,2296139,8,2,3,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296307_wo_cover_page-10.pdf',1962,RES,e3,2296307,10,8,9,0,3,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295789_wo_cover_page-5.pdf',1949,RES,1e,2295789,5,9,12,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296632_wo_cover_page-0.pdf',1971,RES,1e,2296632,0,2,2,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296129_wo_cover_page-13.pdf',1960,RES,e,2296129,13,3,3,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295825_wo_cover_page-5.pdf',1965,RES,e1,2295825,5,34,36,10,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296026_wo_cover_page-5.pdf',1963,RES,1e,2296026,5,14,8,0,2,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2974437_wo_cover_page-7.pdf',1966,RES,e1,2974437,7,14,12,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295934_wo_cover_page-3.pdf',1964,RES,e1,2295934,3,17,12,4,4,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295934_wo_cover_page-5.pdf',1964,RES,e1,2295934,5,17,18,0,4,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296640_wo_cover_page-6.pdf',1966,RES,1e,2296640,6,17,20,1,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295984_wo_cover_page-0.pdf',1958,RES,1e,2295984,0,1,1,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2967492_wo_cover_page-23.pdf',1942,RES,e,2967492,23,20,22,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295772_wo_cover_page-6.pdf',1953,RES,fe,2295772,6,9,7,0,4,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296482_wo_cover_page-6.pdf',1970,RES,e,2296482,6,9,9,0,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296483_wo_cover_page-1.pdf',1970,RES,e,2296483,1,12,14,0,0,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296837_wo_cover_page-7.pdf',1969,RES,e,2296837,7,20,23,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296481_wo_cover_page-10.pdf',1970,RES,e1,2296481,10,17,17,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296105_wo_cover_page-6.pdf',1950,RES,1e,2296105,6,10,5,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296412_wo_cover_page-9.pdf',1970,RES,e,2296412,9,10,5,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296208_wo_cover_page-0.pdf',1958,RES,1e,2296208,0,2,3,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295707_wo_cover_page-4.pdf',1961,RES,e,2295707,4,25,10,1,10,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296414_wo_cover_page-10.pdf',1970,RES,aef,2296414,10,25,18,1,4,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296294_wo_cover_page-16.pdf',1955,RES,e,2296294,16,3,3,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296807_wo_cover_page-9.pdf',1967,RES,1et,2296807,9,7,4,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296778_wo_cover_page-12.pdf',1971,RES,e,2296778,12,19,23,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296471_wo_cover_page-2.pdf',1969,RES,e1,2296471,2,12,13,0,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296501_wo_cover_page-2.pdf',1970,RES,e1,2296501,2,17,16,3,1,12
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296427_wo_cover_page-4.pdf',1969,RES,e,2296427,4,25,8,0,13,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296065_wo_cover_page-11.pdf',1957,RES,e1,2296065,11,4,6,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296619_wo_cover_page-13.pdf',1971,RES,re,2296619,13,4,4,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296295_wo_cover_page-4.pdf',1955,RES,1e,2296295,4,20,27,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296642_wo_cover_page-4.pdf',1966,RES,e,2296642,4,17,17,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296767_wo_cover_page-19.pdf',1968,RES,e,2296767,19,5,2,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296778_wo_cover_page-13.pdf',1971,RES,e1,2296778,13,24,18,4,4,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296622_wo_cover_page-13.pdf',1971,RES,e,2296622,13,16,15,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296624_wo_cover_page-1.pdf',1971,RES,e,2296624,1,7,7,2,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296641_wo_cover_page-0.pdf',1966,RES,e,2296641,0,7,5,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296233_wo_cover_page-14.pdf',1956,RES,e,2296233,14,16,8,0,4,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2974435_wo_cover_page-10.pdf',1966,RES,e,2974435,10,12,13,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2974437_wo_cover_page-0.pdf',1966,RES,e,2974437,0,1,1,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296835_wo_cover_page-14.pdf',1969,RES,e,2296835,14,13,11,0,2,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296542_wo_cover_page-1.pdf',1968,RES,e,2296542,1,7,4,0,1,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2974436_wo_cover_page-13.pdf',1966,RES,e,2974436,13,16,17,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296261_wo_cover_page-2.pdf',1953,RES,e,2296261,2,8,5,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296811_wo_cover_page-4.pdf',1967,RES,1e,2296811,4,16,9,0,5,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296295_wo_cover_page-3.pdf',1955,RES,1e,2296295,3,12,10,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296479_wo_cover_page-15.pdf',1970,RES,1e,2296479,15,7,8,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296766_wo_cover_page-4.pdf',1968,RES,e1,2296766,4,24,14,0,8,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296256_wo_cover_page-2.pdf',1953,RES,e,2296256,2,7,4,0,1,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296685_wo_cover_page-7.pdf',1971,RES,e,2296685,7,19,14,0,4,10
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296159_wo_cover_page-8.pdf',1952,RES,e,2296159,8,10,8,0,4,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2967517_wo_cover_page-6.pdf',1943,RES,1e,2967517,6,6,10,0,0,0
