pdf_url,year,journal,Answer,ID,page,Eq_count,Equal_count,Equiv_count,g_count,l_count
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2974405_wo_cover_page-3.pdf',1968,RES,e,2974405,3,16,16,0,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2967493_wo_cover_page-1.pdf',1942,RES,e,2967493,1,17,15,0,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296622_wo_cover_page-5.pdf',1971,RES,1e,2296622,5,24,11,0,1,13
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296550_wo_cover_page-3.pdf',1968,RES,e,2296550,3,10,16,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296642_wo_cover_page-6.pdf',1966,RES,e,2296642,6,10,3,0,4,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296778_wo_cover_page-19.pdf',1971,RES,e1,2296778,19,5,4,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296337_wo_cover_page-1.pdf',1969,RES,e1,2296337,1,9,4,0,3,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296427_wo_cover_page-20.pdf',1969,RES,e,2296427,20,44,29,4,12,9
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296681_wo_cover_page-5.pdf',1967,RES,e,2296681,5,13,22,0,5,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296058_wo_cover_page-1.pdf',1965,RES,e1,2296058,1,8,4,0,4,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295810_wo_cover_page-2.pdf',1963,RES,1e,2295810,2,19,6,0,10,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296664_wo_cover_page-10.pdf',1968,RES,e,2296664,10,7,6,0,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296557_wo_cover_page-7.pdf',1967,RES,e,2296557,7,31,22,0,13,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296056_wo_cover_page-9.pdf',1965,RES,e1,2296056,9,9,9,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296311_wo_cover_page-0.pdf',1962,RES,1e,2296311,0,10,7,0,3,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2974405_wo_cover_page-11.pdf',1968,RES,e3,2974405,11,4,7,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296293_wo_cover_page-7.pdf',1955,RES,e,2296293,7,6,2,0,1,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296542_wo_cover_page-17.pdf',1968,RES,e,2296542,17,7,8,0,2,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296687_wo_cover_page-12.pdf',1971,RES,e1,2296687,12,6,5,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296779_wo_cover_page-4.pdf',1971,RES,e,2296779,4,11,20,0,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296766_wo_cover_page-15.pdf',1968,RES,e,2296766,15,12,14,0,4,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296662_wo_cover_page-4.pdf',1968,RES,1e,2296662,4,5,5,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296184_wo_cover_page-2.pdf',1961,RES,1e,2296184,2,3,6,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2974440_wo_cover_page-4.pdf',1966,RES,1e,2974440,4,11,14,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2974409_wo_cover_page-10.pdf',1968,RES,te,2974409,10,6,6,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296480_wo_cover_page-5.pdf',1970,RES,e1,2296480,5,6,12,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295808_wo_cover_page-12.pdf',1963,RES,fe,2295808,12,16,4,0,7,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296480_wo_cover_page-7.pdf',1970,RES,e,2296480,7,11,8,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2974425_wo_cover_page-15.pdf',1966,RES,ef,2974425,15,4,4,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295819_wo_cover_page-0.pdf',1962,RES,e,2295819,0,5,0,1,3,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295821_wo_cover_page-2.pdf',1962,RES,e,2295821,2,14,16,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295744_wo_cover_page-10.pdf',1959,RES,1e,2295744,10,13,10,0,2,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296322_wo_cover_page-4.pdf',1963,RES,e1,2296322,4,16,10,0,9,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296169_wo_cover_page-5.pdf',1959,RES,e,2296169,5,7,9,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296060_wo_cover_page-3.pdf',1965,RES,e,2296060,3,14,12,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296809_wo_cover_page-7.pdf',1967,RES,1e,2296809,7,4,4,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2967665_wo_cover_page-4.pdf',1942,RES,e,2967665,4,15,19,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296321_wo_cover_page-0.pdf',1963,RES,1e,2296321,0,4,3,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296072_wo_cover_page-1.pdf',1957,RES,1e,2296072,1,8,4,0,3,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295932_wo_cover_page-1.pdf',1964,RES,1e,2295932,1,2,2,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296249_wo_cover_page-1.pdf',1960,RES,e,2296249,1,15,14,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295735_wo_cover_page-9.pdf',1951,RES,e,2295735,9,6,6,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296638_wo_cover_page-0.pdf',1966,RES,e,2296638,0,11,12,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295824_wo_cover_page-10.pdf',1965,RES,e,2295824,10,21,13,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295843_wo_cover_page-11.pdf',1952,RES,1e,2295843,11,5,5,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296779_wo_cover_page-18.pdf',1971,RES,e,2296779,18,22,19,0,1,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296018_wo_cover_page-6.pdf',1952,RES,e,2296018,6,14,11,0,1,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296497_wo_cover_page-11.pdf',1970,RES,e,2296497,11,23,16,0,9,10
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295708_wo_cover_page-7.pdf',1961,RES,1e,2295708,7,10,10,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296779_wo_cover_page-3.pdf',1971,RES,e,2296779,3,20,3,0,5,9
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296341_wo_cover_page-8.pdf',1969,RES,e,2296341,8,16,19,0,1,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296059_wo_cover_page-8.pdf',1965,RES,fe,2296059,8,4,2,0,1,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295830_wo_cover_page-4.pdf',1965,RES,e1,2295830,4,23,15,1,4,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296474_wo_cover_page-5.pdf',1969,RES,ae,2296474,5,11,4,1,3,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296158_wo_cover_page-10.pdf',1952,RES,e,2296158,10,3,4,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296046_wo_cover_page-0.pdf',1959,RES,e,2296046,0,6,6,0,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295710_wo_cover_page-5.pdf',1961,RES,e1,2295710,5,24,11,0,11,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296549_wo_cover_page-10.pdf',1968,RES,e,2296549,10,7,4,0,1,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296542_wo_cover_page-6.pdf',1968,RES,e,2296542,6,9,10,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296573_wo_cover_page-9.pdf',1967,RES,e,2296573,9,17,9,0,4,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296661_wo_cover_page-10.pdf',1968,RES,1e,2296661,10,14,15,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296685_wo_cover_page-14.pdf',1971,RES,er,2296685,14,20,21,0,9,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296322_wo_cover_page-1.pdf',1963,RES,1e,2296322,1,15,8,0,9,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296833_wo_cover_page-9.pdf',1969,RES,fe,2296833,9,11,12,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2974436_wo_cover_page-4.pdf',1966,RES,e,2974436,4,20,19,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296153_wo_cover_page-5.pdf',1955,RES,e,2296153,5,29,11,0,8,15
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295819_wo_cover_page-3.pdf',1962,RES,e,2295819,3,20,13,5,6,12
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2974410_wo_cover_page-0.pdf',1968,RES,1e,2974410,0,4,7,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295953_wo_cover_page-6.pdf',1962,RES,1e,2295953,6,3,6,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2967473_wo_cover_page-1.pdf',1940,RES,e,2967473,1,11,6,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296105_wo_cover_page-12.pdf',1950,RES,1e,2296105,12,7,6,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295952_wo_cover_page-8.pdf',1962,RES,e,2295952,8,15,11,0,2,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296500_wo_cover_page-8.pdf',1970,RES,e1,2296500,8,4,5,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296348_wo_cover_page-3.pdf',1969,RES,e,2296348,3,17,13,1,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296419_wo_cover_page-0.pdf',1970,RES,1e,2296419,0,14,8,0,4,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296413_wo_cover_page-8.pdf',1970,RES,fe,2296413,8,16,7,0,2,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296672_wo_cover_page-0.pdf',1968,RES,e,2296672,0,15,16,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295818_wo_cover_page-6.pdf',1962,RES,1fe,2295818,6,1,2,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296838_wo_cover_page-3.pdf',1969,RES,e,2296838,3,10,12,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2974407_wo_cover_page-7.pdf',1968,RES,1e,2974407,7,4,4,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295811_wo_cover_page-6.pdf',1963,RES,ef,2295811,6,20,9,0,8,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296058_wo_cover_page-0.pdf',1965,RES,1e,2296058,0,1,1,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296429_wo_cover_page-16.pdf',1969,RES,e,2296429,16,12,7,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296660_wo_cover_page-7.pdf',1968,RES,e,2296660,7,28,11,2,12,14
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295940_wo_cover_page-1.pdf',1964,RES,e1,2295940,1,16,15,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296504_wo_cover_page-4.pdf',1970,RES,e1,2296504,4,9,6,0,0,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295850_wo_cover_page-0.pdf',1952,RES,e1,2295850,0,5,4,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2967409_wo_cover_page-0.pdf',1940,RES,1e,2967409,0,1,1,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2295839_wo_cover_page-2.pdf',1965,RES,e,2295839,2,13,15,0,0,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/RES_shards/2296728_wo_cover_page-2.pdf',1970,RES,1e,2296728,2,6,6,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1825885_wo_cover_page-9.pdf',1956,JPE,1e,1825885,9,3,1,0,1,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1830008_wo_cover_page-6.pdf',1960,JPE,1e,1830008,6,1,1,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1827400_wo_cover_page-2.pdf',1957,JPE,1e,1827400,2,16,5,0,6,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1861812_wo_cover_page-1.pdf',1962,JPE,1fe,1861812,1,4,1,0,1,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828721_wo_cover_page-16.pdf',1961,JPE,e,1828721,16,22,15,0,3,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1829333_wo_cover_page-17.pdf',1942,JPE,1e,1829333,17,4,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828519_wo_cover_page-3.pdf',1963,JPE,et,1828519,3,7,7,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826198_wo_cover_page-6.pdf',1950,JPE,e1,1826198,6,21,21,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826929_wo_cover_page-14.pdf',1945,JPE,1e,1826929,14,0,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1829227_wo_cover_page-4.pdf',1961,JPE,1e,1829227,4,14,15,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1825138_wo_cover_page-16.pdf',1957,JPE,e,1825138,16,11,8,2,3,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828857_wo_cover_page-2.pdf',1962,JPE,1e,1828857,2,12,6,5,1,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826408_wo_cover_page-1.pdf',1948,JPE,1ef,1826408,1,4,0,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828516_wo_cover_page-3.pdf',1963,JPE,1e,1828516,3,4,2,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1830006_wo_cover_page-11.pdf',1960,JPE,1e,1830006,11,10,6,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1830014_wo_cover_page-6.pdf',1960,JPE,te,1830014,6,8,12,0,0,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1829133_wo_cover_page-8.pdf',1965,JPE,ef,1829133,8,2,3,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826198_wo_cover_page-7.pdf',1950,JPE,1e,1826198,7,18,9,0,6,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826700_wo_cover_page-5.pdf',1959,JPE,1e,1826700,5,7,2,0,5,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828778_wo_cover_page-6.pdf',1962,JPE,e,1828778,6,1,0,0,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1827184_wo_cover_page-10.pdf',1948,JPE,1e,1827184,10,2,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1825790_wo_cover_page-3.pdf',1946,JPE,e,1825790,3,4,3,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1829133_wo_cover_page-16.pdf',1965,JPE,1e,1829133,16,16,10,0,4,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828789_wo_cover_page-12.pdf',1964,JPE,1e,1828789,12,5,3,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1825571_wo_cover_page-7.pdf',1954,JPE,ef,1825571,7,1,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828856_wo_cover_page-18.pdf',1962,JPE,e,1828856,18,0,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1829883_wo_cover_page-9.pdf',1965,JPE,1e,1829883,9,18,7,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828359_wo_cover_page-7.pdf',1964,JPE,1e,1828359,7,2,1,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828425_wo_cover_page-12.pdf',1965,JPE,e,1828425,12,11,9,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828622_wo_cover_page-13.pdf',1949,JPE,ef,1828622,13,1,1,0,0,0
https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1824736_wo_cover_page-2.pdf,1941,JPE,1e,1824736,2,3,3,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1861813_wo_cover_page-4.pdf',1962,JPE,1et,1861813,4,30,11,3,6,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1825792_wo_cover_page-0.pdf',1946,JPE,te,1825792,0,0,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826670_wo_cover_page-4.pdf',1958,JPE,e,1826670,4,11,12,0,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1829526_wo_cover_page-2.pdf',1965,JPE,e1,1829526,2,11,9,1,1,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1827128_wo_cover_page-4.pdf',1955,JPE,1e,1827128,4,11,17,0,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826668_wo_cover_page-10.pdf',1958,JPE,1e,1826668,10,7,7,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1833291_wo_cover_page-4.pdf',1957,JPE,1e,1833291,4,1,1,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826553_wo_cover_page-27.pdf',1949,JPE,1e,1826553,27,4,3,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826553_wo_cover_page-11.pdf',1949,JPE,1e,1826553,11,5,3,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1829497_wo_cover_page-1.pdf',1965,JPE,1et,1829497,1,1,1,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826834_wo_cover_page-2.pdf',1956,JPE,1e,1826834,2,4,3,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1827313_wo_cover_page-3.pdf',1959,JPE,e,1827313,3,6,4,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828857_wo_cover_page-4.pdf',1962,JPE,1e,1828857,4,2,4,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1861810_wo_cover_page-21.pdf',1962,JPE,e,1861810,21,4,5,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828362_wo_cover_page-2.pdf',1964,JPE,e,1828362,2,21,16,0,3,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828390_wo_cover_page-17.pdf',1964,JPE,1e,1828390,17,4,4,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1827208_wo_cover_page-4.pdf',1960,JPE,1e,1827208,4,8,6,2,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1825303_wo_cover_page-2.pdf',1947,JPE,e1,1825303,2,4,1,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1827046_wo_cover_page-6.pdf',1955,JPE,fe,1827046,6,1,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1829039_wo_cover_page-4.pdf',1965,JPE,1e,1829039,4,3,3,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1830006_wo_cover_page-10.pdf',1960,JPE,1e,1830006,10,25,16,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1825369_wo_cover_page-8.pdf',1955,JPE,e1,1825369,8,4,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1825225_wo_cover_page-29.pdf',1942,JPE,e,1825225,29,4,2,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828823_wo_cover_page-3.pdf',1963,JPE,1ef,1828823,3,4,2,0,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828375_wo_cover_page-8.pdf',1963,JPE,1e,1828375,8,12,12,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1861812_wo_cover_page-9.pdf',1962,JPE,1e,1861812,9,7,4,0,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1825274_wo_cover_page-8.pdf',1952,JPE,te,1825274,8,1,1,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1827201_wo_cover_page-3.pdf',1960,JPE,1e,1827201,3,16,9,1,8,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1827234_wo_cover_page-5.pdf',1954,JPE,1e,1827234,5,7,5,0,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1827394_wo_cover_page-4.pdf',1957,JPE,1e,1827394,4,18,9,0,0,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1861812_wo_cover_page-2.pdf',1962,JPE,1e,1861812,2,2,0,0,1,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1829530_wo_cover_page-5.pdf',1965,JPE,1e,1829530,5,13,8,0,2,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826486_wo_cover_page-0.pdf',1952,JPE,1e,1826486,0,2,0,0,1,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1827447_wo_cover_page-1.pdf',1959,JPE,1e,1827447,1,2,2,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1827423_wo_cover_page-7.pdf',1958,JPE,1e,1827423,7,4,4,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826572_wo_cover_page-3.pdf',1955,JPE,1e,1826572,3,3,4,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826669_wo_cover_page-6.pdf',1958,JPE,1te,1826669,6,3,9,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826451_wo_cover_page-3.pdf',1952,JPE,1e,1826451,3,2,2,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1829106_wo_cover_page-2.pdf',1962,JPE,te,1829106,2,7,6,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1824672_wo_cover_page-5.pdf',1942,JPE,e,1824672,5,10,12,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1829885_wo_cover_page-5.pdf',1965,JPE,e,1829885,5,10,10,0,0,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1833216_wo_cover_page-12.pdf',1958,JPE,et,1833216,12,1,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1826556_wo_cover_page-2.pdf',1949,JPE,1e,1826556,2,3,3,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828885_wo_cover_page-10.pdf',1950,JPE,1e,1828885,10,1,1,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828374_wo_cover_page-0.pdf',1963,JPE,1e,1828374,0,2,3,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1827234_wo_cover_page-9.pdf',1954,JPE,e,1827234,9,4,0,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828373_wo_cover_page-11.pdf',1963,JPE,ea,1828373,11,3,3,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828359_wo_cover_page-17.pdf',1964,JPE,e1,1828359,17,4,4,1,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1825390_wo_cover_page-3.pdf',1959,JPE,1e,1825390,3,13,5,2,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828997_wo_cover_page-12.pdf',1962,JPE,1e,1828997,12,8,8,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828516_wo_cover_page-5.pdf',1963,JPE,1e,1828516,5,7,5,0,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_shards/1828965_wo_cover_page-1.pdf',1964,JPE,1e,1828965,1,1,7,0,0,0
